Wyciskanie hantli w klęku jednonóż|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS|1) Wykonaj pozycję klęku wykrocznego.2) Noga wykroczna ugięta pod katem prostym w biodrze i kolanie.3) Mięśnie brzucha i pośladki mocno napięte, hantlę trzymamy na wysokości barku.|1) Wykonaj mocny wdech, a następnie zdecydowanym ruchem wykonaj wyciśnięcie ciężaru nad głowę.2) Utrzymując powietrze, spokojnym ruchem rozpocznij opuszczanie ciężaru. W końcowej fazie ruchu wykonaj wydech, a następnie wdech, przygotowując się do kolejnego powtórzenia.3) Utrzymuj stałe, mocne napięcie, nie bujaj ciałem.|1) Pamiętaj o prostych plecach i prostym odcinku lędźwiowym.2) Kontroluj ruch wyciskania i opuszczania.3) Nie bujaj tułowiem (trzymaj go stabilnie w jednej linii).4) Głowę trzymaj w równej linii z plecami.5) Wzrok skieruj przed siebie.6) Bądź skoncentrowany.7) Nie spiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|wyciskanie_hantli_w_kleku_jednonoz.mp4
Unoszenie ramienia z wykorzystaniem linki wyciągu dolnego|REPEAT|SPLIT:FBW:FITNESS|22|SHOULDERS|1) Pozycja stojąca, bokiem do wyciągu.2) Uchwyt w dłoni.|1) Utrzymując prawidłową pozycję wyjściową, wykonaj wdech i unieś ramię z uchwytem wyciągu dolnegow bok, aż na wysokość barków. 2) Następnie powolnym, kontrolowanym ruchem opuść ramię, zachowując napięcie.3) Wykonaj wyznaczoną liczbę powtórzeń.|1) Nie przesadzaj z ciężarem w tym ćwiczeniu.2) Dbaj o stałe napięcie mięśni.3) Nie kołysz tułowiem.4) Trzymaj głowę w równej linii z plecami.5) Bądź skoncentrowany.|unoszenie_ramienia_z_wykorzystaniem_linki_wyciagu_dolnego.mp4
Rotacja zewnętrzna w leżeniu bokiem|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS|1) Leżenie bokiem. Dla stabilniejszej pozycji kolana zostaw ugięte pod lekkim kątem. 2) Jedna ręka pod głową.3) Ramię wykonujące ćwiczenie blisko przy ciele, łokieć ugięty pod kątem prostym.|1) Utrzymując pozycję wyjściową, unieś hantlę poprzez rotację zewnętrzną ramienia. 2) Pilnuj, aby podczas ruchu łokieć znajdował się cały czas blisko ciała.3) Powolnym, kontrolowanym ruchem rozpocznij opuszczanie hantli, powinno ono trwać minimum 3 sekundy.4) Przed zakończeniem serii nie odkładaj hantli na podłogę.|1) Oba barki powinny znajdować się w jednej linii zarówno w pozycji wyjściowej, jak i podczas ćwiczenia – nie unoś barku ręki wykonującej ćwiczenie.2) Kąt pomiędzy ramieniem a przedramieniem powinien przez cały ruch oscylować w granicy 90 stopni.3) Pilnuj, aby nie odrywać łokcia od tułowia.4) Nie wysuwaj w przód barku ręki ćwiczącej. 5) Nie spiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|rotacja_zewnetrzna_w_lezeniu_bokiem.mp4
Rotacje kubańskie z hantlami|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS|1) Stojąc swobodnie, unieś hantle, ramiona uniesione na wysokość barków, zgięte w łokciach, tak aby przedramiona były skierowane w górę. 2) Zadbaj o poprawną krzywiznę kręgosłupa, wzrok skierowany w przód, łopatki złączone.|1) Nie zmieniając pozycji łokci, zacznij powoli opuszczać hantle. Opuszczanie hantli wykonuj poprzez obrót w stawie ramiennym. Wykonaj obrót do momentu, gdy hantle znajdą się nieznacznie niżej niż barki. 2) Opuszczanie wykonuj przez 3 sekundy. 3) Powolnym, lecz zdecydowanym i kontrolowanym ruchem unieś hantle do pozycji wyjściowej. Pilnuj, aby łokcie nie zmieniły swojej pozycji wyjściowej.|1) Ćwiczenie wymaga precyzji technicznej oraz odpowiedniej liczby powtórzeń. Nigdy nie przekładaj ciężaru nad poprawność techniczną.2) Przez cały ruch postaraj się utrzymać złączone łopatki.3) Nie unoś barków. 4) Nie wypychaj bioder. 5) Nadgarstki mają stanowić jedną linię z przedramionami przez cały czas ćwiczenia. 6) Zbyt szybkie wykonanie ćwiczenia jest błędem technicznym.|rotacje_kubanskie_z_hantlami.mp4
Rotacje zewnętrzne ramienia hantlą siedząc|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS|1) Usiądź stabilnie na ławce skośnej ustawionej około 45 stopni w górę, ułóż jedną z nóg na uniesionym siedzisku.2) Oprzyj łokieć na kolanie, zegnij łokieć do kąta prostego, wypnij klatkę piersiową w przód. Głowa stanowi naturalne przedłużenie kręgosłupa. 3) Plecy proste, łopatki ściągnięte w tył.|:1) Utrzymując pozycję wyjściową, zacznij opuszczać hantlę do wewnątrz.2) Hantlę opuszczaj płynnie wolnym, kontrolowanym ruchem do momentu, gdy przedramię będzie równoległe z podłożem. 3) Starając się nie szarpać, powoli wróć do pozycji wyjściowej.|:1) Oba barki powinny znajdować się w jednej linii zarówno w pozycji wyjściowej, jak i podczas ćwiczenia – nie unoś barku ręki wykonującej ćwiczenie.2) Kąt pomiędzy ramieniem a przedramieniem powinien przez cały ruch oscylować w granicy 90 stopni.3) Nie pochylaj tułowia w przód.4) Nie wysuwaj w przód barku ręki ćwiczącej. 5) Nie opuszczaj hantli poniżej kolana, zawsze wracaj do pozycji wyjściowej. 6) Nie śpiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|rotacje_zewnetrzne_ramienia_hantla_siedzac.mp4
Przyciąganie liny z wyciągu do twarzy (Face pull)|REPEAT|SPLIT:FBW:FITNESS|8|SHOULDERS|:1) Stań na wprost wyciągu.2) Stopy ustaw w lekkim rozkroku, plecy proste.3) Złap oburącz za grubą linę do ćwiczeń, tak aby kciuki wskazywały kierunek na wprost.4) Unieś ramiona przed siebie, łokcie są skierowane na zewnątrz.5) Utrzymuj brzuch w stałym napięciu.|:1) Utrzymując prawidłową pozycję wyjściową, wykonaj wdech, a następnie ściśnij łopatki mocno ze sobą oraz opuść je.2) Następnie przyciągnij linę w kierunku twarzy, kierując łokcie na boki pilnuj, aby barki nie unosiły się.3) Kontynuuj ruch, dopóki łokcie nie przekroczą linii barków, a środek liny będzie znajdować się przy twarzy.4) Powracaj do pozycji wyjściowej, w której ramiona są wyciągnięte do przodu.|:1) Pamiętaj, aby zawsze ustawić łopatki w prawidłowej pozycji.2) Podczas ruchu nie odchylaj ciała w tył.3) Trzymaj ramiona poziomo, prostopadle do tułowia, a równolegle do podłogi w całym ruchu.4) Bądź skoncentrowany.5) Dobierz ciężar tak,aby wykonywać ćwiczenie poprawnie technicznie.6) Nie spiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|przyciaganie_liny_z_wyciagu_do_twarzy.mp4
T raise na ławeczce|REPEAT|SPLIT:FBW:FITNESS|3|SHOULDERS|1) Oprzyj się na ławce skośnej ustawionej 45 stopni w górę. 2) Znajdź pozycję, w której zaprzesz się stabilnie stopami, a głowa będzie spoczywała poza ławką.3) Ręce swobodnie opuść bezpośrednio pod barkami.|1) Leżąc w pozycji wyjściowej, przede wszystkim postaraj się złączyć łopatki. 2) Utrzymując złączone łopatki, weź oddech do przepony i maksymalnie unieś wyprostowane ręce bokiem w górę.3) Zatrzymaj ruch na ułamek sekundy. 4) Kontrolując napięcie łopatek, powoli opuść ramiona i wróć do pozycji wyjściowej, tj. luźnej pozycji z ramionami opuszczonymi.|1) Kluczowym elementem tego ćwiczenia jest praca łopatek. Łopatki muszą zostać złączone i przesunięte w dół.2) Jeśli masz problem z odpowiednią pracą łopatek, wówczas poproś drugą osobę, aby położyła wskazujący palec w okolice dolnej części łopatek, bezpośrednio na kręgosłupie, a następnie postaraj się ścisnąć palec tej osoby.3) Unikaj zbyt dużego przeprostu w odcinku lędźwiowym, nie odrywaj mostka od podłoża. Utrzymuj mięśnie brzucha w stałym napięciu. 4) Nie zadzieraj głowy w górę. 5) Nie spiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|t_raise_na_laweczce.mp4
Wyciskanie sztangi zza głowy stojąc|REPEAT|SPLIT:FBW:FITNESS|14|SHOULDERS| 1) Chwyć sztangę nachwytem (palce wskazują przód) nieco szerzej niż szerokość barków. 2) Stań prosto. Zarzuć sztangę na barki. 3) Stopy w lekkim rozkroku.| 1) Utrzymując prawidłową pozycję wyjściową, unieś sztangę nad głowę, prostując ramiona w łokciach i wykonaj wydech. 2) Opuszczaj powoli sztangę za głowę, staraj się nie przekraczać linii uszu w początkowych próbach ćwiczenia – tak aby uniknąć kontuzji. 3) Wyciskaj sztangę nad głowę, wykonując wydech powietrza. 4) Powtarzaj ruch zadaną ilość razy.| 1) Stopy mocno wciśnij w podłogę. 2) Trzymaj głowę w równej linii z plecami. 3) Bądź skoncentrowany.|wyciskanie_sztangi_zza_glowy_stojac.mp4
Wyciskanie sztangi nad głowę siedząc|REPEAT|SPLIT:FBW:FITNESS|14|SHOULDERS| 1) Siedząca na ławce płaskiej, plecy na oparciu. 2) Stopy w lekkim rozkroku, mocno zaparte o podłoże. 3) Chwyć sztangę nachwytem (palce wskazują przód) nieco szerzej niż szerokość barków.| 1) Utrzymując prawidłową pozycję wyjściową, unieś sztangę nad głowę, prostując ramiona w łokciach i wykonaj wydech. 2) Następnie powolnym ruchem opuszczaj sztangę, uginając ramiona w łokciach, do klatki piersiowej i wykonuj płynny wdech. 3)Wykonaj wyznaczoną liczbę powtórzeń.| 1) Stopy mocno wciśnij w podłogę. 2) Trzymaj głowę w równej linii z plecami. 3) Bądź skoncentrowany.|wyciskanie_sztangi_nad_glowe (siedzac).mp4
Unoszenie ramion w przód ze sztangą w oparciu o ławkę dodatnią|REPEAT|SPLIT:FBW:FITNESS|14;4|SHOULDERS| 1) Oprzyj się klatką piersiową o ławkę 30–45 stopni. 2) Kolana na siedzisku. Plecy proste. 3) Złap za sztangę prostą nachwytem (kciuki skierowane do wewnątrz), ustawioną wcześniej pod ławeczką. Ramiona powinny znajdować się prostopadle do podłoża.| 1) Utrzymując prawidłową pozycję wyjściową, wykonaj wdech i wznieś sztangę w przód, na wysokość oczu. 2) Wykonuj wydech, po czym opuszczaj ramiona w dół. 3) Powtarzaj ruch wyznaczoną ilość powtórzeń.| 1) Tempo: 1 sekunda w górę, 2 sekundy w dół. 2) Utrzymuj stałe napięcie mięśni. 3) Pamiętaj o spokojnym odłożeniu ciężaru. 4) Bądź skoncentrowany.|unoszenie_ramion_w_przod_ze_sztanga_w_oparciu_o_lawke_dodatnia.mp4
Arnoldki – wyciskanie hantli nad głowę z rotacją|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS| 1) Pozycja siedząca, kręgosłup dociśnięty do oparcia ławeczki, stopy mocno wciśnięte w podłoże. 2) Hantle przed sobą na wysokości górnej części klatki. Palce odwrócone do klatki piersiowej, kciuki na zewnątrz. 3) Ramiona blisko tułowia.| 1) Utrzymując prawidłową pozycję wyjściową, unoś hantle nad głowę, odkręcając nadgarstek tak, aby palce były skierowane do przodu. Wykonuj wydech w momencie, kiedy ramiona są w pełni wyprostowane nad głową, a następnie wdech. 2) Po krótkim przytrzymaniu hantli nad głową i pełnym dopięciu mięśni naramiennych powolnym ruchem opuszczaj hantle w dół, odwracając nadgarstek tak, aby palce były skierowane w stronę klatki piersiowej. Wykonaj również płynny wdech. 3)Wykonaj wyznaczoną liczbę powtórzeń.| 1) Stopy mocno wciśnij w podłogę. 2) Trzymaj głowę w równej linii z plecami. 3) Bądź skoncentrowany.|arnoldki_wyciskanie_hantli_nad_glowe_z_rotacja.mp4
Naprzemianstronne unoszenie ramion w przód ze sztangielkami|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS| 1) Pozycja stojąca, ramiona wyprostowane wzdłuż tułowia, hantle w dłoniach (kciuki skierowane do środka). 2) Stopy w lekkim rozkroku. Plecy proste.| 1) Utrzymując prawidłową pozycję wyjściową i unikając kołysania tułowia, wykonaj wdech i wznieś sztangielkę w przód, aż ramiona będą ustawione równolegle do podłogi. 2) Wykonaj wydech, po czym opuść ramię. 3) Wykonaj powtórzenie drugą ręką. 4)Wykonaj wyznaczoną liczbę powtórzeń.| 1) Tempo: 1 sekunda w górę, 2 sekundy w dół. 2) Utrzymuj stałe napięcie mięśni. 3) Nie szarp ciężaru. Pamiętaj o spokojnym odłożeniu ciężaru. 4) Trzymaj głowę w równej linii z plecami. 5) Bądź skoncentrowany.|naprzemienne_unoszenie_ramion_w_przod_ze_sztangielkami.mp4
Naprzemienne wyciskanie hantli nad głowę stojąc|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS| 1) Stań wyprostowany. 2) Unieś ramiona w górę tak, aby hantle znajdowały się na wysokości głowy. Palce zwróćdo przodu. Łokcie ugięte.| 1) Utrzymując prawidłową pozycję wyjściową, unieś jeden z hantli nad głowę, prostując ramię w łokciu i wykonaj wydech. 2) Następnie powolnym ruchem opuszczaj hantel, wykonując również płynny wdech. 3) Ponownie wykonuj ruchy 1–2 ręką przeciwną. 4) Wykonajzadaną liczbę powtórzeń.| 1) Utrzymuj stałe napięcie mięśniowe. 2) Łokieć znajduje się pod ciężarem podczas wykonywania ćwiczenia. 3) Trzymaj głowę w równej linii z plecami. 4) Bądź skoncentrowany.|naprzemienne_wyciskanie_hantli_nad_glowe_stojac.mp4
Podciąganie sztangi pod brodę|REPEAT|SPLIT:FBW:FITNESS|14|SHOULDERS| 1) Stań wyprostowany, złap sztangę obiema rękami trochę szerzej niż na szerokość barków.2) Stopy w lekkim rozkroku, plecy proste, napięty brzuch stabilizuje tułów.3) Kciuk skierowany do wewnątrz, w stronę tułowia.| 1) Utrzymując prawidłową pozycję wyjściową, wykonaj wydech i podciągaj sztangę wzdłuż tułowia możliwie jak najwyżej, prowadząc łokcie w bok i do góry, pamiętając, aby znajdowały się zawsze wyżej niż nadgarstki.2) Następnie opuszczaj sztangę, wykonując wdech.3) Wykonaj ruch zadaną liczbę powtórzeń.| 1) Utrzymuj stałe napięcie mięśniowe.2) Trzymaj głowę w równej linii z plecami.3) Bądź skoncentrowany.|podciaganie_sztangi_pod_brode.mp4
Przyciąganie liny z wyciągu górnego do klatki piersiowej|REPEAT|SPLIT:FBW:FITNESS|8|SHOULDERS| 1) Stojąca na wprost wyciągu.2) Stopy w lekkim rozkroku, plecy proste.3) Złap oburącz za grubą linę do ćwiczeń, tak aby kciuki wskazywały kierunek na wprost.4) Unieś ramiona przed siebie, łokcie są skierowane na zewnątrz.| 1) Utrzymując prawidłową pozycję wyjściową, wykonaj wdech, a następnie przyciągnij linę do górnej części klatki piersiowej – pod brodę. Łokcie rozchodzą się na boki, utrzymuj je w górze. 2) Kontynuuj ruch, dopóki łokcie nie cofną się za plecy, a końcówka liny będzie znajdować się przy tułowiu. 3) Powracaj do pozycji wyjściowej, w której ramiona są wyciągnięte do przodu.| 1) Tempo: 1 sekunda w górę, 2 sekundy w dół. 2) Stopy mocno wciśnij w podłogę. 3) Nie kołysz tułowiem. 4) Trzymaj ramiona poziomo, prostopadle do tułowia i równolegle do podłogi w całym ruchu. 5) Bądź skoncentrowany.|przyciaganie_liny_z_wyciagu_gornego_do_klatki_piersiowej.mp4
Unoszenie ramion w bok ze sztangielkami w pozycji siedzącej|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS| 1) Usiądź na ławce. Ramiona wyprostowane (lekko odblokowane w łokciu) ustawione wzdłuż tułowia trzymają hantle. 2) Palce skierowane do tułowia. Kciuki zwrócone do przodu. 3) Stopy w lekkim rozkroku.| 1) Utrzymując prawidłową pozycję wyjściową, wykonaj wdech i wznieś hantle w bok, aż ramiona będą ustawione równolegle do podłogi. 2) Następnie dwukrotnie wolniejszym tempem opuszczaj hantle w dół, wykonując wydech. 3) Wykonuj ćwiczenie zadaną ilość powtórzeń.| 1) Nie przesadzaj z ciężarem w tym ćwiczeniu. 2) Dbaj o stałe napięcie w mięśniach. 3) Trzymaj głowę w równej linii z plecami. 4) Bądź skoncentrowany.|unoszenie_ramion_w_bok_ze_sztangielkami_w_pozycji_siedzacej.mp4
Odwodzenie ramion w bok ze sztangielkami|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS| 1) Stojąca, ramiona wyprostowane (lekko odblokowane w łokciu), ustawione wzdłuż tułowia, w dłoniach hantle. 2) Palce skierowane do tułowia. Kciuki zwrócone do przodu. 3) Stopy w lekkim rozkroku. 4) Plecy proste.| 1) Utrzymując prawidłową pozycję wyjściową, wykonaj wdech i wznieś hantle w bok, aż ramiona będą ustawione równolegle do podłogi. 2) Następnie dwukrotnie wolniejszym tempem opuszczaj hantle, wykonując wydech. 3) Wykonajwyznaczoną liczbę powtórzeń.| 1) Nie przesadzaj z ciężarem w tym ćwiczeniu. 2) Dbaj o stałe napięcie w mięśniach. 3) Nie kołysz tułowiem. 4) Trzymaj głowę w równej linii z plecami. 5) Bądź skoncentrowany.|odwodzenie_ramion_w_bok_ze_sztangielkami.mp4
Unoszenie ramion w przód ze sztangielkami|REPEAT|SPLIT:FBW:FITNESS|15|SHOULDERS| 1) Stojąca, ramiona wyprostowane wzdłuż tułowia trzymają hantle (kciuki skierowane do środka). 2) Stopy w lekkim rozkroku. Plecy proste.| 1) Utrzymując prawidłową pozycję wyjściową i unikając kołysania tułowiem, wykonaj wdech i wznoś hantle w przód, aż ramiona będą ustawione równolegle do podłogi. 2) Wykonaj wydech, po czym opuszczaj ramiona. 3)Wykonaj wyznaczoną liczbę powtórzeń.| 1) Tempo: 1 sekunda w górę, 2 sekundy w dół. 2) Utrzymuj stałe napięcie mięśni. 3) Nie kołysz tułowiem. Pamiętaj o spokojnym odłożeniu ciężaru. 4) Trzymaj głowę w równej linii z plecami. 5) Bądź skoncentrowany.|unoszenie_ramion_w_przod_ze_sztangielkami.mp4
